"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"American Samoa","ASM","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","74.4230500256422","72.9985254575418","75.5753798525398","71.8578835901556","72.7075527509367","70.748035025851","75.7616188570158","75.6673432160933","76.7204635793305","76.139627688732","75.966464834653","71.0321425205015","71.9266682258964","74.8831721289842","67.7829978592877","68.8226260210114","68.3644884281076","72.4295949664796","70.7485371937432","69.8068245755326","73.2532498897453","71.1382670632436","71.0677789164185","73.1332391936844","73.2081360309944","74.6899548721377","74.0640005104727","76.540224903629","76.722779007043","77.2800206687426","78.7350846150356","80.350845811826","81.1382175131657","80.435688206033","81.1203034055357","80.1614536616417","82.1678183613031","82.9637621235604","84.000020510822","82.7488496122813","83.0275797659437","83.288966178405","77.1086032949538","77.4890518890591","77.6563999421593","79.5280866400697","79.6216167440821","77.0535725309595","75.8348315115212","74.8999375239324","71.3276416875453","67.9882791730831","68.554964397789","63.7153925350832","61.1643250733091","62.8716168006469","","","","","","","","",
"Austria","AUT","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","13.8647843543582","17.3759742669801","16.6647358665431","17.7020895187945","16.8425814234017","12.0446641039722","12.4665278191015","12.5497347480106","13.0179381036862","15.5863185902132","9.7237269772481","13.119636905184","11.5367329299914","10.315047224738","10.0434066756474","8.00961841238943","10.4466900155021","6.65720102871839","6.64861852058285","5.91337662014578","7.02163461538462","10.3228708043365","9.01621877589677","10.0709997140951","11.3049948395459","10.9277124959993","9.34352047661278","9.92191273546933","8.27223826040001","9.76502898992981","14.2121064589419","15.5158326856778","10.1944372134003","7.28037219442876","7.49937633129282","9.37511326978144","11.6007764960615","12.3139085929784","9.17903773922375","9.10441284464918","11.255302802552","13.1544041790165","12.8768161302013","16.3726182074806","14.7042680958223","13.159241397491","14.0481006967858","12.8568028560095","10.7719010057494","7.59243621448821","9.8684016839874","11.7789696813977","9.08746907291515","9.4562354763749","7.97033238119969","8.22660816346356","","","","","","","","",
"Azerbaijan","AZE","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Burundi","BDI","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","85.3550686378036","83.2678270634475","83.5565688230265","79.2313416967893","74.31755145735","72.3837073671441","69.0612857647474","63.2729728588916","57.962962962963","46.8883936224927","33.6402057464863","26.8856996720522","25.5558553696708","21.6791825680167","26.135557971357","21.4684697927385","22.5028117904208","25.362179692334","26.5650032635139","28.2150081880358","29.3627921869997","34.874428083355","37.690583856897","32.146368736625","33.7995902402682","26.5415311327965","24.183891289634","24.1628828597558","25.1189166576285","26.3618284312993","28.2464576338701","27.026381591886","25.9403444895673","26.7140492093395","27.4540586759367","26.2215028021111","24.2300833133701","20.911624561719","20.5787389582699","15.0277091380179","19.3662184528771","16.2354677045969","15.6414089623049","13.8916480176159","13.6106599646723","12.2425882929447","10.9261630388391","9.51581208299059","8.65606642499073","6.85588936151259","6.34638133705626","6.11926213854001","6.69558079415837","6.27890560342729","6.1564711476602","6.10801173290389","","","","","","","","",
"Benin","BEN","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Burkina Faso","BFA","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.616326993609861","0.934611086654702","2.38993710691824","3.21468233093693","2.93729994351346","1.89262074037754","1.87303241002876","1.92743297228285","2.30609939759036","1.9697376667562","1.6895155140567","","","","","","","","",
"Bulgaria","BGR","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","81.5045679482299","81.3883525661174","77.2772818364001","70.1569762343243","64.8730039228117","52.7624608065737","47.0279367216425","45.8656166645497","47.2534602076125","49.1517152289364","45.7914097154603","47.0377419115648","45.0642468580004","45.5587392550143","36.4479246733282","42.1018651362984","44.1653440066248","36.5807067812799","38.2624977440895","50.2598419591372","51.3924918016739","50.5925301881494","45.7878253546333","44.9689245535363","42.0230204120702","40.7271280082405","44.9965979212125","44.7580936769279","43.3625292616849","42.333808984894","45.3829190977167","41.1985107543456","45.979020979021","46.1232076473712","42.3564995906486","42.2091336644543","52.3161841768172","52.0814642024044","49.7935395578207","49.1253232501032","55.0486776083002","49.1122608901007","45.0254243191158","45.4003025976517","46.2065569734521","","","","","","","","",
"Bahrain","BHR","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Bahamas, The","BHS","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.760524876982","62.727602466449","47.7701149425287","28.8548241659152","17.6484448633365","16.4053624176324","29.2643051771117","46.4803194523674","49.3334802247439","45.1053771912547","50.6951769105379","50.432412107539","49.8933704218822","58.8318835434049","51.987743557511","51.2855102364704","54.7975054474416","64.7233536999321","67.165890845308","59.5545059994894","52.53445456669","70.7198952879581","69.5000710126402","58.0769010371898","62.8155940594059","63.9772218312112","","","","","","","","",
"Belarus","BLR","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Belize","BLZ","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Brazil","BRA","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","3.30373415021909","3.46770242844146","2.1614189043043","1.8382404217632","2.06118958636853","1.6660557795475","1.77404664792302","2.71358745309548","2.39796803761024","2.46592050509399","3.16836278984717","3.07122803095556","2.42716654153384","2.71141089246892","2.5536704494997","3.0594474788253","2.69806374827252","2.26334863943205","2.52569710594385","2.13355114643593","2.42557930172329","2.10977446097331","1.98590341937327","1.93431035875112","2.00362117699138","2.09284600965401","2.39786740783552","2.19302062483683","2.93741560009082","3.15439511621908","3.39809076186881","2.66264743064937","2.49575258207329","2.73116997416461","2.66529043527453","2.50395266814042","2.26846412533388","2.60782996844949","2.09859671630328","2.19837322707927","2.32794302660802","2.5916355424303","3.81301917716111","4.52957838046494","4.72241133873863","","","","","","","","",
"Barbados","BRB","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Bhutan","BTN","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","78.1716417910448","81.992337164751","85.9611231101512","88.8421052631579","95.2772073921971","91.6247906197655","94.4812362030905","84.1584158415842","86.9103773584906","88.0794701986755","96.4705882352941","97.3309608540925","97.0640569395018","97.5183823529412","97.9827089337176","97.225891677675","96.870925684485","97.8723404255319","97.6085031000886","97.6315789473684","97.8742249778565","97.4694589877836","97.2168905950096","94.7638603696099","99.4296577946768","99.3896236012208","99.2753623188406","100","100","100","91.4225941422594","71.4285714285714","82.3401950162513","95.6766104626027","96.3599595551062","","","","","","","","",
"Central African Republic","CAF","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","3.37771415759792","4.05394856672015","7.09892062215071","10.9168762100629","11.8930909090909","13.4249981318316","12.3528974095063","13.559783090779","15.1083361495377","15.0784959882102","17.9264194890985","18.8010800917808","17.1541521247161","12.9242708668881","12.2713083963811","13.1106539627544","13.7237609818255","15.0025153248495","14.5555500470973","14.6748907020133","16.0223747448283","16.2559545151872","17.8619281319947","18.0859671922124","19.2146632800165","17.318503926713","15.2952753384364","16.9763908368396","18.1427650749845","18.371073337738","17.0566404102556","17.4025146471411","17.3041771818582","15.4823093417425","15.593883453038","15.6075392183998","15.7073564089093","17.330369595537","19.0346639983335","18.6406308025806","19.4169049993725","19.9889789413001","19.601668779256","19.1050001526609","16.8797979545398","16.2098484506643","15.2498494488519","16.1028044370843","14.8664432015649","12.9186657809053","13.1721801224133","11.8128871860473","10.1160604475608","9.79939721456005","9.91712773346746","9.83644929480872","","","","","","","","",
"Central Europe and the Baltics","CEB","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","60.0363094598233","60.0932099481492","60.2118340924126","58.5115148000824","58.7240412392228","56.5609809243849","55.7254669747147","55.3611117823006","55.4502229184027","56.2763230892869","51.8080504922607","53.582587410516","54.0443915881664","54.2682145441051","55.0748969895554","54.3457320247224","53.9768068771772","53.6476930540348","53.7491927730406","55.6527370598107","55.4507800900455","59.1695838943387","58.8973930910492","58.6249807168201","58.2413699174722","57.4587937782808","58.0797129260055","56.886193323475","57.3156294758996","59.4213238021218","57.9321807903413","56.1653654398389","57.6381538785853","56.0499061441955","55.2578719308761","56.087171867261","56.8340859444116","55.197686078552","53.8648983606268","53.2438211915452","55.0559676048803","53.072061660344","51.1579078976583","49.6177022494059","50.3446213682458","","","","","","","","",
"Switzerland","CHE","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0370451078666376","0.0591715976331361","0.103376223468602","0.134924753502854","0.160126557857777","0.158071151062695","0.141776032186991","0.189688225204318","0.183661342888525","0.139721617940963","0.0629305213028319","0.0519454405308489","0.093024986511377","0.072737852778586","0.0158216721749525","0.0154342159418302","0.00164311534669734","0.00152858453072455","0.00160647731654029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Channel Islands","CHI","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","16.1426560300328","9.55898813521379","13.9972621492129","11.4122835323223","9.18460833715071","10.6607739570982","10.8428805237316","11.5926640926641","14.5051194539249","16.0837375542507","16.062781766572","9.62008255412349","10.8048162230672","15.5590131140253","12.2863247863248","10.7501356483993","9.8356462237002","17.8362400236477","30.3520296446017","35.5160026126715","21.2915184609989","11.6308187631355","11.8693496646253","18.5662855560391","22.8030113818818","30.9081443399603","28.1526864282067","31.9411980061393","33.2638707996874","21.1263037077698","11.3728809574193","11.568317647867","10.4166221785646","15.0718637712857","13.7413306912583","19.1594360086768","22.6614708848211","23.636607262495","24.5331181449886","27.9081311844326","29.8555841309939","36.3249272411865","41.3809621569835","36.3384847553307","37.1443352302121","","","","","","","","",
"China","CHN","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","70.1219599890696","63.6184959812567","57.9249387926895","56.7809379745425","55.8124873915675","50.571816243458","56.6430692544278","60.5783622813309","56.5142755807767","53.0352925523068","52.6691887347625","54.3258666992188","54.8506146141589","58.2853281750974","63.4695268937641","66.6538384534959","68.348985460615","68.537077456393","69.2667704040629","71.0390684857421","73.5079136690647","75.0317940883551","73.5037851905835","74.7896298929701","73.7489508033424","76.1976042360957","76.3592889439804","75.6361456102784","77.6711854810807","78.2136371481806","76.2524570393714","77.5435809266796","79.5555683486371","78.1736980497408","79.196117843634","80.3394960281986","80.9542353410791","78.7505137453006","78.3826698942494","77.1871941416238","78.8771230435926","75.6589120538476","75.2790685739732","72.6339078091231","70.3094269525225","","","","","","","","",
"Cote d'Ivoire","CIV","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Cameroon","CMR","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Congo, Dem. Rep.","COD","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Congo, Rep.","COG","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Colombia","COL","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","13.1139537154575","12.5866818656787","12.4451707233164","12.1945561398082","10.3704276544737","11.2432511308916","10.2051517336305","9.35322236940621","8.28729281767956","7.90863738628583","8.29282379554315","8.41222612929402","6.93734992359747","9.78492923222899","11.7008983486786","10.2922188243289","9.70251135028733","9.89337210711257","10.0915070060051","10.1988612921858","10.2811570694782","14.1725352112676","11.2814128997121","8.5512811224613","10.0032774604364","4.31945020986117","6.8669431678063","5.96699111299196","4.56541030311522","5.10376811594203","5.43713457023157","5.12410638959194","6.29122709009261","4.0145618375269","4.90494069968413","5.45894169069097","6.29798638273215","5.41313597196897","7.41220318815727","6.89115508885299","3.77018277190394","5.47178286117617","8.992484666993","10.1781460826404","11.8521523682571","","","","","","","","",
"Comoros","COM","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Caribbean small states","CSS","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Curacao","CUW","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",
"Czechia","CZE","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","84.8427361706807","85.1107910760757","85.1435371836596","81.6689847009736","81.2734163980134","81.1959609363661","81.0036332382701","81.8615484952949","80.5264492965716","84.7500759647524","83.3361330421636","90.2775998682453","90.501491588851","88.2272852612712","85.4820116653189","78.5681285681286","70.641198790919","70.5894239437933","71.8551841672936","76.4400764400764","76.5614116554446","75.3407724740505","74.5473454495857","73.2226960557639","74.0652084193149","73.5565548469987","74.3557002039958","73.5841173557811","72.147321498153","75.3905446366118","74.005172831856","68.7716297124811","64.1252897990726","63.0445160520349","63.793924155692","62.4656322471131","64.5902648010574","62.2510354763191","59.5710015680125","58.3024662415604","57.0699271688024","53.7185506477326","50.8220165565994","51.1551659302435","53.0611503824925","","","","","","","","",
"Germany","DEU","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","87.0287713116906","86.72576878933","86.9091068033306","85.7424256636338","84.4487514979579","80.1825658374406","76.8511967761471","77.0899655488204","76.2457888305688","74.7271488558286","74.463599236975","74.9893811745796","72.3798069278162","69.0035047228277","67.2083633114248","63.2746176095057","66.0827719417308","63.6533482923486","62.6458231950961","61.9428410109224","62.9399150834155","65.1160801903634","66.2068022618664","67.6625909691491","65.3232200590979","61.9375288151222","62.2619597441995","59.8791253744342","58.6267087545626","58.0613099819339","58.7311238929974","59.1460660736881","57.1244134974291","57.378461090898","56.5280223912567","55.6226000067566","54.9605858821009","53.358600466049","54.1199366372482","52.1544851550552","53.1460931343513","51.8395355791341","52.6833735999753","52.0842341737864","50.429631569043","48.3458915232218","47.1638861318852","48.6523593771453","44.9947980705571","44.1135590864558","43.642422472362","44.8562977991792","46.0164689811742","47.241229490714","45.8101932990105","44.2628091617821","","","","","","","","",
"Djibouti","DJI","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Electricity production from coal sources (% of total)","EG.ELC.COAL.ZS","71.6245487364621","69.8645598194131","72.3004694835681","68.1605351170569","64.8365679264556","63.9726374461616","51.4107842152827","61.4375862748965","54.7287899860918","38.7789904502046","31.2075509388734","18.5942869415808","18.7518226888306","35.8002092050209","30.8528656504398","34.9485326325011","46.477156370374","48.0148658448151","55.3923009109609","63.1179051151011","81.8419577806837","85.9940292465719","91.4524150720728","94.981739483295","95.8318630910374","93.5629975295086","92.5153493811519","93.8282071280817","91.0865692910581","89.0855971743775","90.6704641675006","91.5173074291969","87.699264753725","86.3218932124566","82.0395288087141","74.4218945535666","74.0267253928558","64.8899921019971","57.53168097682","51.5955806783145","46.2458047873963","47.228922049352","46.4708427724184","54.7936604165765","46.1791472944901","42.661259173426","53.8598145184276","50.5926340421203","47.6895346296701","48.613363383998","43.7599711800731","39.6718612506742","34.3278720562848","41.1363440117434","34.3773303504847","24.5448578436453","","","","","","","","",
